frame,body_landmark,x,y,z,visibility,hand_label
6,LEFT_ANKLE,0.641869,2.748807,0.155583,4.9e-05,N/A
6,RIGHT_ANKLE,0.403005,2.760816,-0.084103,2.4e-05,N/A
6,LEFT_HEEL,0.647631,2.840846,0.15921,2.1e-05,N/A
6,RIGHT_HEEL,0.407944,2.845961,-0.087571,1.9e-05,N/A
6,LEFT_FOOT_INDEX,0.621607,2.913836,-0.362473,0.000169,N/A
6,RIGHT_FOOT_INDEX,0.437918,2.907634,-0.63634,0.000224,N/A
6,HAND_0,0.705373,1.12437,0.0,0.0,Right
6,HAND_1,0.651921,1.083102,-0.026066,0.0,Right
6,HAND_2,0.618212,1.015368,-0.045021,0.0,Right
6,HAND_3,0.607365,0.955511,-0.062224,0.0,Right
6,HAND_4,0.602019,0.892742,-0.079395,0.0,Right
6,HAND_5,0.669461,0.918526,-0.036602,0.0,Right
6,HAND_6,0.660974,0.836778,-0.065427,0.0,Right
6,HAND_7,0.648562,0.790632,-0.088027,0.0,Right
6,HAND_8,0.632953,0.749653,-0.103688,0.0,Right
6,HAND_9,0.711322,0.923654,-0.042165,0.0,Right
6,HAND_10,0.728069,0.830304,-0.0668,0.0,Right
6,HAND_11,0.725365,0.769894,-0.087171,0.0,Right
6,HAND_12,0.714235,0.71847,-0.102128,0.0,Right
6,HAND_13,0.743963,0.95282,-0.05078,0.0,Right
6,HAND_14,0.76388,0.874336,-0.076152,0.0,Right
6,HAND_15,0.755782,0.824287,-0.092924,0.0,Right
6,HAND_16,0.736465,0.781605,-0.104016,0.0,Right
6,HAND_17,0.770708,0.999118,-0.061083,0.0,Right
6,HAND_18,0.789629,0.945009,-0.08539,0.0,Right
6,HAND_19,0.784086,0.908508,-0.095941,0.0,Right
6,HAND_20,0.765747,0.877606,-0.102192,0.0,Right
6,HAND_0,0.173592,1.111429,0.0,0.0,Left
6,HAND_1,0.229647,1.05906,-0.024753,0.0,Left
6,HAND_2,0.264791,0.990891,-0.032276,0.0,Left
6,HAND_3,0.280902,0.92414,-0.040378,0.0,Left
6,HAND_4,0.279541,0.862359,-0.048637,0.0,Left
6,HAND_5,0.211913,0.907955,0.003187,0.0,Left
6,HAND_6,0.222251,0.83594,-0.017363,0.0,Left
6,HAND_7,0.237546,0.810364,-0.039178,0.0,Left
6,HAND_8,0.254399,0.809798,-0.052053,0.0,Left
6,HAND_9,0.180404,0.903786,0.004204,0.0,Left
6,HAND_10,0.186366,0.81743,-0.014232,0.0,Left
6,HAND_11,0.202971,0.790374,-0.039499,0.0,Left
6,HAND_12,0.225318,0.796407,-0.056904,0.0,Left
6,HAND_13,0.148704,0.915664,-6.3e-05,0.0,Left
6,HAND_14,0.148796,0.828667,-0.021142,0.0,Left
6,HAND_15,0.162785,0.800811,-0.045567,0.0,Left
6,HAND_16,0.184065,0.813118,-0.060215,0.0,Left
6,HAND_17,0.113408,0.941471,-0.006366,0.0,Left
6,HAND_18,0.110509,0.873229,-0.027076,0.0,Left
6,HAND_19,0.124378,0.841702,-0.043834,0.0,Left
6,HAND_20,0.146319,0.841228,-0.053927,0.0,Left
7,NOSE,0.434067,0.682835,-1.022771,0.999946,N/A
7,LEFT_EYE_INNER,0.467008,0.626076,-0.978948,0.999934,N/A
7,LEFT_EYE,0.48546,0.627742,-0.979006,0.999924,N/A
7,LEFT_EYE_OUTER,0.501635,0.630128,-0.978812,0.999922,N/A
7,RIGHT_EYE_INNER,0.408047,0.626115,-0.972691,0.999914,N/A
7,RIGHT_EYE,0.388091,0.628898,-0.972711,0.999891,N/A
7,RIGHT_EYE_OUTER,0.373185,0.632,-0.972937,0.999897,N/A
7,LEFT_EAR,0.531164,0.662459,-0.640317,0.999934,N/A
7,RIGHT_EAR,0.353709,0.672065,-0.599789,0.999885,N/A
7,MOUTH_LEFT,0.472136,0.755908,-0.887546,0.999888,N/A
7,MOUTH_RIGHT,0.402678,0.754371,-0.879131,0.99988,N/A
7,LEFT_SHOULDER,0.649395,0.955592,-0.427502,0.997494,N/A
7,RIGHT_SHOULDER,0.252276,0.947989,-0.325523,0.995813,N/A
7,LEFT_ELBOW,0.781419,1.348051,-0.926233,0.641545,N/A
7,RIGHT_ELBOW,0.124304,1.377033,-0.784326,0.607392,N/A
7,LEFT_WRIST,0.746039,1.045265,-1.45657,0.960827,N/A
7,RIGHT_WRIST,0.138507,1.07534,-1.55446,0.949587,N/A
7,LEFT_PINKY,0.753144,0.93731,-1.53746,0.95166,N/A
7,RIGHT_PINKY,0.138514,0.952439,-1.673789,0.929201,N/A
7,LEFT_INDEX,0.740558,0.903091,-1.443009,0.962032,N/A
7,RIGHT_INDEX,0.161724,0.916892,-1.604844,0.944882,N/A
7,LEFT_THUMB,0.723326,0.938376,-1.44076,0.946684,N/A
7,RIGHT_THUMB,0.173797,0.944751,-1.554992,0.932539,N/A
7,LEFT_HIP,0.590676,1.673842,-0.075343,0.002003,N/A
7,RIGHT_HIP,0.325953,1.690776,0.079888,0.002074,N/A
7,LEFT_KNEE,0.61198,2.186128,-0.226147,0.004467,N/A
7,RIGHT_KNEE,0.368989,2.244576,-0.30656,0.001661,N/A
7,LEFT_ANKLE,0.652579,2.748594,0.162923,5.4e-05,N/A
7,RIGHT_ANKLE,0.416353,2.761152,-0.089673,2.7e-05,N/A
7,LEFT_HEEL,0.655768,2.840685,0.170471,2.3e-05,N/A
7,RIGHT_HEEL,0.422937,2.847151,-0.085034,2e-05,N/A
7,LEFT_FOOT_INDEX,0.634408,2.914619,-0.345766,0.000193,N/A
7,RIGHT_FOOT_INDEX,0.450748,2.907249,-0.619371,0.000251,N/A
7,HAND_0,0.706343,1.106067,0.0,0.0,Right
7,HAND_1,0.650601,1.07601,-0.040891,0.0,Right
7,HAND_2,0.617321,1.010047,-0.066945,0.0,Right
7,HAND_3,0.607581,0.950419,-0.088635,0.0,Right
7,HAND_4,0.601283,0.882599,-0.111675,0.0,Right
7,HAND_5,0.670399,0.921712,-0.063184,0.0,Right
7,HAND_6,0.660116,0.83949,-0.09895,0.0,Right
7,HAND_7,0.646874,0.792508,-0.125819,0.0,Right
7,HAND_8,0.632626,0.748816,-0.146007,0.0,Right
7,HAND_9,0.713605,0.927342,-0.065434,0.0,Right
7,HAND_10,0.725433,0.834716,-0.099086,0.0,Right
7,HAND_11,0.722215,0.77685,-0.129242,0.0,Right
7,HAND_12,0.713562,0.720814,-0.153576,0.0,Right
7,HAND_13,0.746988,0.95405,-0.070972,0.0,Right
7,HAND_14,0.76474,0.87406,-0.106268,0.0,Right
7,HAND_15,0.76256,0.822476,-0.134916,0.0,Right
7,HAND_16,0.751475,0.777539,-0.156212,0.0,Right
7,HAND_17,0.776395,0.996982,-0.078521,0.0,Right
7,HAND_18,0.800697,0.940924,-0.112211,0.0,Right
7,HAND_19,0.804554,0.902184,-0.133584,0.0,Right
7,HAND_20,0.795709,0.868151,-0.150092,0.0,Right
7,HAND_0,0.176099,1.102835,0.0,0.0,Left
7,HAND_1,0.231577,1.055268,-0.029763,0.0,Left
7,HAND_2,0.265393,0.991197,-0.039771,0.0,Left
7,HAND_3,0.274216,0.925026,-0.04926,0.0,Left
7,HAND_4,0.265459,0.863173,-0.05922,0.0,Left
7,HAND_5,0.215706,0.907134,-0.005442,0.0,Left
7,HAND_6,0.230401,0.837644,-0.026994,0.0,Left
7,HAND_7,0.243051,0.812507,-0.049378,0.0,Left
7,HAND_8,0.258182,0.810505,-0.06353,0.0,Left
7,HAND_9,0.183801,0.902799,-0.002678,0.0,Left
7,HAND_10,0.191806,0.818216,-0.021708,0.0,Left
7,HAND_11,0.204674,0.789388,-0.049701,0.0,Left
7,HAND_12,0.225589,0.788014,-0.070686,0.0,Left
7,HAND_13,0.150659,0.91534,-0.005125,0.0,Left
7,HAND_14,0.15127,0.829442,-0.027836,0.0,Left
7,HAND_15,0.161606,0.799634,-0.056999,0.0,Left
7,HAND_16,0.182325,0.810592,-0.076039,0.0,Left
7,HAND_17,0.114022,0.942801,-0.009622,0.0,Left
7,HAND_18,0.109517,0.878825,-0.03257,0.0,Left
7,HAND_19,0.121126,0.8447,-0.053737,0.0,Left
7,HAND_20,0.142771,0.841502,-0.068015,0.0,Left
8,NOSE,0.434139,0.682428,-1.080537,0.999947,N/A
8,LEFT_EYE_INNER,0.467182,0.625956,-1.029024,0.999935,N/A
8,LEFT_EYE,0.485841,0.627589,-1.029082,0.999926,N/A
8,LEFT_EYE_OUTER,0.502104,0.62993,-1.028953,0.999923,N/A
8,RIGHT_EYE_INNER,0.408063,0.625974,-1.026486,0.999915,N/A
8,RIGHT_EYE,0.388002,0.628681,-1.026625,0.999893,N/A
8,RIGHT_EYE_OUTER,0.372987,0.631784,-1.026878,0.999899,N/A
8,LEFT_EAR,0.531528,0.661643,-0.661915,0.999936,N/A
8,RIGHT_EAR,0.353486,0.671999,-0.640382,0.999888,N/A
8,MOUTH_LEFT,0.47223,0.75522,-0.937894,0.999892,N/A
8,MOUTH_RIGHT,0.402459,0.7543,-0.934367,0.999883,N/A
8,LEFT_SHOULDER,0.64378,0.955158,-0.447704,0.997502,N/A
8,RIGHT_SHOULDER,0.252344,0.948049,-0.431331,0.995865,N/A
8,LEFT_ELBOW,0.765087,1.357103,-1.100542,0.647084,N/A
8,RIGHT_ELBOW,0.140619,1.389809,-1.045588,0.620181,N/A
8,LEFT_WRIST,0.739074,1.044031,-1.818203,0.961572,N/A
8,RIGHT_WRIST,0.156731,1.068213,-1.899221,0.952539,N/A
8,LEFT_PINKY,0.748672,0.935956,-1.943136,0.952798,N/A
8,RIGHT_PINKY,0.146298,0.92861,-2.059863,0.933254,N/A
8,LEFT_INDEX,0.725903,0.895259,-1.862159,0.962935,N/A
8,RIGHT_INDEX,0.168147,0.886905,-1.980935,0.948034,N/A
8,LEFT_THUMB,0.694694,0.935566,-1.809599,0.947572,N/A
8,RIGHT_THUMB,0.181808,0.939848,-1.897749,0.935799,N/A
8,LEFT_HIP,0.574138,1.67374,-0.063108,0.002255,N/A
8,RIGHT_HIP,0.310987,1.688667,0.067365,0.00241,N/A
8,LEFT_KNEE,0.588997,2.186818,-0.313391,0.005409,N/A
8,RIGHT_KNEE,0.352597,2.243562,-0.363799,0.002033,N/A
8,LEFT_ANKLE,0.610935,2.749507,0.074197,6.8e-05,N/A
8,RIGHT_ANKLE,0.391787,2.767171,-0.158356,3.2e-05,N/A
8,LEFT_HEEL,0.61176,2.839837,0.083327,2.9e-05,N/A
8,RIGHT_HEEL,0.393989,2.852711,-0.154307,2.4e-05,N/A
8,LEFT_FOOT_INDEX,0.584765,2.918454,-0.438902,0.000231,N/A
8,RIGHT_FOOT_INDEX,0.427535,2.917465,-0.705745,0.0003,N/A
8,HAND_0,0.703459,1.07713,1e-06,0.0,Right
8,HAND_1,0.649832,1.041482,-0.032323,0.0,Right
8,HAND_2,0.613411,0.976125,-0.05343,0.0,Right
8,HAND_3,0.597477,0.909416,-0.070061,0.0,Right
8,HAND_4,0.582854,0.844749,-0.086413,0.0,Right
8,HAND_5,0.666474,0.881465,-0.048253,0.0,Right
8,HAND_6,0.65297,0.791462,-0.076584,0.0,Right
8,HAND_7,0.644894,0.73452,-0.096563,0.0,Right
8,HAND_8,0.63956,0.684613,-0.1103,0.0,Right
8,HAND_9,0.711647,0.885222,-0.050482,0.0,Right
8,HAND_10,0.720786,0.786179,-0.076195,0.0,Right
8,HAND_11,0.72455,0.720125,-0.095334,0.0,Right
8,HAND_12,0.726602,0.663093,-0.108257,0.0,Right
8,HAND_13,0.749966,0.912285,-0.055459,0.0,Right
8,HAND_14,0.766113,0.821931,-0.082655,0.0,Right
8,HAND_15,0.770633,0.759977,-0.10028,0.0,Right
8,HAND_16,0.771179,0.703024,-0.111413,0.0,Right
8,HAND_17,0.784529,0.95763,-0.061878,0.0,Right
8,HAND_18,0.811763,0.895453,-0.088025,0.0,Right
8,HAND_19,0.820704,0.850101,-0.099341,0.0,Right
8,HAND_20,0.821909,0.805411,-0.10543,0.0,Right
8,HAND_0,0.181759,1.0629,1e-06,0.0,Left
8,HAND_1,0.234055,1.023002,-0.026353,0.0,Left
8,HAND_2,0.272178,0.955219,-0.037539,0.0,Left
8,HAND_3,0.285982,0.887838,-0.046556,0.0,Left
8,HAND_4,0.293509,0.825746,-0.055344,0.0,Left
8,HAND_5,0.219974,0.861659,-0.017505,0.0,Left
8,HAND_6,0.232549,0.785373,-0.037641,0.0,Left
8,HAND_7,0.245267,0.743836,-0.053417,0.0,Left
8,HAND_8,0.260235,0.71429,-0.063175,0.0,Left
8,HAND_9,0.17969,0.853452,-0.017108,0.0,Left
8,HAND_10,0.185964,0.768601,-0.033078,0.0,Left
8,HAND_11,0.196392,0.716794,-0.047761,0.0,Left
8,HAND_12,0.210799,0.678655,-0.057837,0.0,Left
8,HAND_13,0.141793,0.866581,-0.02088,0.0,Left
8,HAND_14,0.136897,0.780764,-0.038591,0.0,Left
8,HAND_15,0.143148,0.727647,-0.052245,0.0,Left
8,HAND_16,0.157803,0.68548,-0.061307,0.0,Left
8,HAND_17,0.105592,0.898392,-0.026707,0.0,Left
8,HAND_18,0.089572,0.837904,-0.045443,0.0,Left
8,HAND_19,0.089601,0.797112,-0.054835,0.0,Left
8,HAND_20,0.099711,0.760123,-0.05977,0.0,Left
9,NOSE,0.434165,0.683434,-1.753291,0.999952,N/A
9,LEFT_EYE_INNER,0.467266,0.626188,-1.697979,0.99994,N/A
9,LEFT_EYE,0.485912,0.627794,-1.697439,0.999933,N/A
9,LEFT_EYE_OUTER,0.502127,0.630093,-1.697182,0.999929,N/A
9,RIGHT_EYE_INNER,0.407832,0.626408,-1.671688,0.999922,N/A
9,RIGHT_EYE,0.38734,0.629322,-1.672323,0.999903,N/A
9,RIGHT_EYE_OUTER,0.372201,0.632653,-1.672189,0.999908,N/A
9,LEFT_EAR,0.531533,0.661485,-1.303959,0.999942,N/A
9,RIGHT_EAR,0.352599,0.671969,-1.179958,0.999898,N/A
9,MOUTH_LEFT,0.472515,0.755478,-1.601915,0.999902,N/A
9,MOUTH_RIGHT,0.401176,0.756208,-1.568716,0.999894,N/A
9,LEFT_SHOULDER,0.643547,0.958868,-1.062326,0.997726,N/A
9,RIGHT_SHOULDER,0.252556,0.949869,-0.933653,0.996266,N/A
9,LEFT_ELBOW,0.800415,1.365445,-2.073686,0.673881,N/A
9,RIGHT_ELBOW,0.081714,1.372087,-1.823058,0.656196,N/A
9,LEFT_WRIST,0.729692,0.957798,-2.943031,0.965181,N/A
9,RIGHT_WRIST,0.153367,0.946894,-2.834654,0.957252,N/A
9,LEFT_PINKY,0.749404,0.805087,-3.113669,0.957067,N/A
9,RIGHT_PINKY,0.141525,0.771534,-3.031541,0.939839,N/A
9,LEFT_INDEX,0.702736,0.771322,-2.965649,0.966208,N/A
9,RIGHT_INDEX,0.169595,0.745761,-2.894517,0.953145,N/A
9,LEFT_THUMB,0.661415,0.830801,-2.916544,0.95203,N/A
9,RIGHT_THUMB,0.191431,0.818277,-2.819262,0.942056,N/A
9,LEFT_HIP,0.574567,1.696056,-0.066924,0.00336,N/A
9,RIGHT_HIP,0.29798,1.692478,0.070869,0.003763,N/A
9,LEFT_KNEE,0.588213,2.27879,-0.636817,0.007894,N/A
9,RIGHT_KNEE,0.346216,2.263082,-0.469025,0.003116,N/A
9,LEFT_ANKLE,0.60659,2.785226,0.160376,9.7e-05,N/A
9,RIGHT_ANKLE,0.359278,2.785505,0.010626,4.4e-05,N/A
9,LEFT_HEEL,0.609072,2.86768,0.205299,5.5e-05,N/A
9,RIGHT_HEEL,0.353916,2.875591,0.042453,4.2e-05,N/A
9,LEFT_FOOT_INDEX,0.571465,2.974898,-0.421128,0.00025,N/A
9,RIGHT_FOOT_INDEX,0.39341,2.957506,-0.654645,0.000404,N/A
9,HAND_0,0.72306,1.006743,1e-06,0.0,Right
9,HAND_1,0.655008,0.928343,-0.01859,0.0,Right
9,HAND_2,0.615978,0.829349,-0.018879,0.0,Right
9,HAND_3,0.592676,0.751159,-0.019402,0.0,Right
9,HAND_4,0.564851,0.695577,-0.018036,0.0,Right
9,HAND_5,0.65499,0.76574,0.029298,0.0,Right
9,HAND_6,0.640496,0.696554,0.030253,0.0,Right
9,HAND_7,0.636505,0.653856,0.019383,0.0,Right
9,HAND_8,0.634619,0.609437,0.008542,0.0,Right
9,HAND_9,0.691601,0.758315,0.029642,0.0,Right
9,HAND_10,0.687934,0.691047,0.035473,0.0,Right
9,HAND_11,0.691285,0.645232,0.024834,0.0,Right
9,HAND_12,0.695552,0.60369,0.014519,0.0,Right
9,HAND_13,0.728903,0.7654,0.023981,0.0,Right
9,HAND_14,0.732203,0.702451,0.024625,0.0,Right
9,HAND_15,0.737983,0.650683,0.014435,0.0,Right
9,HAND_16,0.743657,0.600366,0.005482,0.0,Right
9,HAND_17,0.767633,0.786834,0.015102,0.0,Right
9,HAND_18,0.783978,0.720966,0.014057,0.0,Right
9,HAND_19,0.796794,0.678737,0.011561,0.0,Right
9,HAND_20,0.81062,0.635362,0.008746,0.0,Right
9,HAND_0,0.159608,0.976035,1e-06,0.0,Left
9,HAND_1,0.222624,0.905453,-0.021237,0.0,Left
9,HAND_2,0.258856,0.790182,-0.01978,0.0,Left
9,HAND_3,0.276327,0.702119,-0.016536,0.0,Left
9,HAND_4,0.29477,0.639325,-0.012067,0.0,Left
9,HAND_5,0.218593,0.742669,0.011736,0.0,Left
9,HAND_6,0.226196,0.674665,0.00835,0.0,Left
9,HAND_7,0.237091,0.628764,-0.001782,0.0,Left
9,HAND_8,0.248271,0.587153,-0.009482,0.0,Left
9,HAND_9,0.174768,0.736,0.016808,0.0,Left
9,HAND_10,0.180916,0.670133,0.018207,0.0,Left
9,HAND_11,0.19019,0.627384,0.010318,0.0,Left
9,HAND_12,0.201982,0.590948,0.003741,0.0,Left
9,HAND_13,0.134124,0.737631,0.016987,0.0,Left
9,HAND_14,0.134796,0.674905,0.015776,0.0,Left
9,HAND_15,0.136589,0.628532,0.010386,0.0,Left
9,HAND_16,0.14163,0.587287,0.006041,0.0,Left
9,HAND_17,0.096283,0.7509,0.013685,0.0,Left
9,HAND_18,0.085502,0.681818,0.011322,0.0,Left
9,HAND_19,0.07898,0.642639,0.010687,0.0,Left
9,HAND_20,0.076547,0.605625,0.010832,0.0,Left
10,NOSE,0.43419,0.683844,-1.455009,0.999957,N/A
10,LEFT_EYE_INNER,0.467317,0.626301,-1.401787,0.999945,N/A
10,LEFT_EYE,0.485927,0.627852,-1.401207,0.999939,N/A
10,LEFT_EYE_OUTER,0.50212,0.63011,-1.400823,0.999935,N/A
10,RIGHT_EYE_INNER,0.407792,0.626674,-1.374395,0.999928,N/A
10,RIGHT_EYE,0.387266,0.629701,-1.374746,0.999912,N/A
10,RIGHT_EYE_OUTER,0.372105,0.633117,-1.374644,0.999916,N/A
10,LEFT_EAR,0.53161,0.661114,-1.031521,0.999947,N/A
10,RIGHT_EAR,0.352646,0.671943,-0.901476,0.999908,N/A
10,MOUTH_LEFT,0.472955,0.755501,-1.314212,0.999911,N/A
10,MOUTH_RIGHT,0.401085,0.756533,-1.278758,0.999904,N/A
10,LEFT_SHOULDER,0.645729,0.958682,-0.829756,0.997926,N/A
10,RIGHT_SHOULDER,0.256007,0.950833,-0.693125,0.996625,N/A
10,LEFT_ELBOW,0.812928,1.364887,-1.723681,0.697058,N/A
10,RIGHT_ELBOW,0.076295,1.353022,-1.493674,0.688524,N/A
10,LEFT_WRIST,0.7257,0.925122,-2.488478,0.968078,N/A
10,RIGHT_WRIST,0.153087,0.918854,-2.422708,0.961477,N/A
10,LEFT_PINKY,0.747829,0.760833,-2.632003,0.960114,N/A
10,RIGHT_PINKY,0.141118,0.745078,-2.604345,0.945699,N/A
10,LEFT_INDEX,0.691611,0.723943,-2.503191,0.968456,N/A
10,RIGHT_INDEX,0.169799,0.707544,-2.473451,0.957684,N/A
10,LEFT_THUMB,0.65179,0.792617,-2.465948,0.955071,N/A
10,RIGHT_THUMB,0.194068,0.785536,-2.408424,0.947603,N/A
10,LEFT_HIP,0.58244,1.702366,-0.066787,0.004067,N/A
10,RIGHT_HIP,0.297878,1.694963,0.070845,0.004853,N/A
10,LEFT_KNEE,0.590641,2.285643,-0.622089,0.009244,N/A
10,RIGHT_KNEE,0.346137,2.259792,-0.541978,0.003869,N/A
10,LEFT_ANKLE,0.610954,2.797542,-0.013707,0.000104,N/A
10,RIGHT_ANKLE,0.358714,2.785832,-0.235562,4.9e-05,N/A
10,LEFT_HEEL,0.614601,2.883101,0.009619,7e-05,N/A
10,RIGHT_HEEL,0.354018,2.877076,-0.225718,5e-05,N/A
10,LEFT_FOOT_INDEX,0.572502,2.983582,-0.645091,0.00025,N/A
10,RIGHT_FOOT_INDEX,0.394829,2.95598,-0.917269,0.000427,N/A
10,HAND_0,0.715591,0.9522,1e-06,0.0,Right
10,HAND_1,0.646689,0.897907,-0.020689,0.0,Right
10,HAND_2,0.606307,0.804254,-0.023503,0.0,Right
10,HAND_3,0.586394,0.721981,-0.024583,0.0,Right
10,HAND_4,0.556813,0.671572,-0.024319,0.0,Right
10,HAND_5,0.639813,0.694859,0.008975,0.0,Right
10,HAND_6,0.61996,0.612196,0.003209,0.0,Right
10,HAND_7,0.610264,0.557458,-0.009403,0.0,Right
10,HAND_8,0.603548,0.506822,-0.020705,0.0,Right
10,HAND_9,0.683688,0.680217,0.007488,0.0,Right
10,HAND_10,0.68077,0.5919,0.006757,0.0,Right
10,HAND_11,0.680025,0.530214,-0.005803,0.0,Right
10,HAND_12,0.678696,0.478642,-0.016458,0.0,Right
10,HAND_13,0.724529,0.690088,0.001321,0.0,Right
10,HAND_14,0.733214,0.606911,-0.006395,0.0,Right
10,HAND_15,0.734587,0.545218,-0.021067,0.0,Right
10,HAND_16,0.733617,0.48876,-0.032863,0.0,Right
10,HAND_17,0.762835,0.721335,-0.007084,0.0,Right
10,HAND_18,0.787648,0.660879,-0.018261,0.0,Right
10,HAND_19,0.800693,0.617605,-0.024919,0.0,Right
10,HAND_20,0.810273,0.572308,-0.029288,0.0,Right
10,HAND_0,0.163859,0.921243,1e-06,0.0,Left
10,HAND_1,0.23288,0.863618,-0.020783,0.0,Left
10,HAND_2,0.269119,0.751888,-0.018552,0.0,Left
10,HAND_3,0.282278,0.665894,-0.015062,0.0,Left
10,HAND_4,0.299658,0.604761,-0.010262,0.0,Left
10,HAND_5,0.226791,0.664495,0.013492,0.0,Left
10,HAND_6,0.234483,0.585649,0.011199,0.0,Left
10,HAND_7,0.240954,0.533062,0.001634,0.0,Left
10,HAND_8,0.247254,0.486458,-0.007145,0.0,Left
10,HAND_9,0.183283,0.655014,0.01521,0.0,Left
10,HAND_10,0.18477,0.573206,0.017303,0.0,Left
10,HAND_11,0.189332,0.518759,0.007919,0.0,Left
10,HAND_12,0.195818,0.473036,-0.000265,0.0,Left
10,HAND_13,0.14219,0.664768,0.011913,0.0,Left
10,HAND_14,0.137444,0.58543,0.007143,0.0,Left
10,HAND_15,0.135707,0.529269,-0.005861,0.0,Left
10,HAND_16,0.137172,0.475751,-0.016147,0.0,Left
10,HAND_17,0.102176,0.695792,0.005959,0.0,Left
10,HAND_18,0.082423,0.634929,-0.004654,0.0,Left
10,HAND_19,0.069094,0.592506,-0.012542,0.0,Left
10,HAND_20,0.061063,0.546453,-0.017508,0.0,Left
11,NOSE,0.435301,0.683805,-1.467902,0.99996,N/A
11,LEFT_EYE_INNER,0.468113,0.626119,-1.417965,0.999948,N/A
11,LEFT_EYE,0.486489,0.627646,-1.41744,0.999943,N/A
11,LEFT_EYE_OUTER,0.502583,0.629829,-1.417121,0.999938,N/A
11,RIGHT_EYE_INNER,0.408094,0.626525,-1.384724,0.999932,N/A
11,RIGHT_EYE,0.387409,0.629573,-1.385075,0.999919,N/A
11,RIGHT_EYE_OUTER,0.372181,0.633005,-1.384985,0.999922,N/A
11,LEFT_EAR,0.532654,0.660569,-1.069035,0.999951,N/A
11,RIGHT_EAR,0.352945,0.671653,-0.910519,0.999916,N/A
11,MOUTH_LEFT,0.474424,0.755273,-1.335758,0.999918,N/A
11,MOUTH_RIGHT,0.401258,0.756581,-1.292337,0.999912,N/A
11,LEFT_SHOULDER,0.645673,0.958939,-0.898106,0.998069,N/A
11,RIGHT_SHOULDER,0.259765,0.951703,-0.697413,0.996936,N/A
11,LEFT_ELBOW,0.810649,1.353614,-1.858448,0.71516,N/A
11,RIGHT_ELBOW,0.073272,1.344671,-1.509409,0.717323,N/A
11,LEFT_WRIST,0.720745,0.928844,-2.655529,0.970374,N/A
11,RIGHT_WRIST,0.152346,0.916503,-2.454054,0.965254,N/A
11,LEFT_PINKY,0.747852,0.771853,-2.807965,0.962398,N/A
11,RIGHT_PINKY,0.14066,0.741686,-2.631101,0.950907,N/A
11,LEFT_INDEX,0.684144,0.736208,-2.669267,0.970052,N/A
11,RIGHT_INDEX,0.17135,0.705653,-2.498816,0.961713,N/A
11,LEFT_THUMB,0.645136,0.798989,-2.630105,0.957,N/A
11,RIGHT_THUMB,0.196052,0.781887,-2.437932,0.952492,N/A
11,LEFT_HIP,0.58562,1.705066,-0.074747,0.005165,N/A
11,RIGHT_HIP,0.298353,1.695278,0.078738,0.006414,N/A
11,LEFT_KNEE,0.590669,2.288539,-0.680344,0.01084,N/A
11,RIGHT_KNEE,0.346783,2.257714,-0.554671,0.004536,N/A
11,LEFT_ANKLE,0.611492,2.79884,-0.020947,0.000119,N/A
11,RIGHT_ANKLE,0.356838,2.784061,-0.20366,5.4e-05,N/A
11,LEFT_HEEL,0.615289,2.884133,0.006342,8.6e-05,N/A
11,RIGHT_HEEL,0.350936,2.874992,-0.18981,5.8e-05,N/A
11,LEFT_FOOT_INDEX,0.574915,2.982474,-0.63194,0.000258,N/A
11,RIGHT_FOOT_INDEX,0.39331,2.952642,-0.860371,0.000467,N/A
11,HAND_0,0.715583,0.964047,0.0,0.0,Right
11,HAND_1,0.649858,0.923552,-0.024627,0.0,Right
11,HAND_2,0.606467,0.829552,-0.031022,0.0,Right
11,HAND_3,0.585429,0.745787,-0.035486,0.0,Right
11,HAND_4,0.554787,0.688927,-0.038894,0.0,Right
11,HAND_5,0.639363,0.706631,-0.005973,0.0,Right
11,HAND_6,0.617103,0.61298,-0.020187,0.0,Right
11,HAND_7,0.604987,0.554996,-0.034019,0.0,Right
11,HAND_8,0.596365,0.505092,-0.045123,0.0,Right
11,HAND_9,0.686533,0.694647,-0.008439,0.0,Right
11,HAND_10,0.681619,0.593782,-0.017607,0.0,Right
11,HAND_11,0.679199,0.531991,-0.029921,0.0,Right
11,HAND_12,0.676442,0.481447,-0.040049,0.0,Right
11,HAND_13,0.730214,0.708738,-0.015855,0.0,Right
11,HAND_14,0.736692,0.620068,-0.030088,0.0,Right
11,HAND_15,0.739144,0.562807,-0.042107,0.0,Right
11,HAND_16,0.739244,0.511425,-0.051594,0.0,Right
11,HAND_17,0.770334,0.742529,-0.026009,0.0,Right
11,HAND_18,0.793963,0.678799,-0.041693,0.0,Right
11,HAND_19,0.808718,0.634659,-0.049061,0.0,Right
11,HAND_20,0.820508,0.590889,-0.054184,0.0,Right
11,HAND_0,0.166525,0.917433,0.0,0.0,Left
11,HAND_1,0.23003,0.866931,-0.025045,0.0,Left
11,HAND_2,0.266659,0.761039,-0.027341,0.0,Left
11,HAND_3,0.278365,0.672351,-0.028009,0.0,Left
11,HAND_4,0.295172,0.610833,-0.027531,0.0,Left
11,HAND_5,0.223419,0.65731,-0.00395,0.0,Left
11,HAND_6,0.236421,0.559647,-0.0151,0.0,Left
11,HAND_7,0.242945,0.499301,-0.027035,0.0,Left
11,HAND_8,0.247573,0.448338,-0.036427,0.0,Left
11,HAND_9,0.179469,0.65123,-0.003472,0.0,Left
